title,action,adventure,animation,comedy,drama,fantasy,filmnoir,horror,imax,musical,mystery,other,romance,scifi,thriller,war,western,average_rating
Harry and the Hendersons (1987),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Muppet Movie, The (1979)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5
"Great Muppet Caper, The (1981)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25
"Muppets Take Manhattan, The (1984)",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5
Baby... Secret of the Lost Legend (1985),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.75
Raise the Titanic (1980),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
"Night to Remember, A (1958)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Erin Brockovich (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5625
Final Destination (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Crimson Pirate, The (1952)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Thelma & Louise (1991),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6
...And Justice for All (1979),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Animal House (1978),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Do the Right Thing (1989),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Jungle Fever (1991),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Double Indemnity (1944),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0
Teenage Mutant Ninja Turtles (1990),1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2.357142857142857
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
Red Dawn (1984),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.8333333333333335
Eyes of Laura Mars (1978),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0
"Good Morning, Vietnam (1987)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3.4166666666666665
Grumpy Old Men (1993),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335
Guess Who's Coming to Dinner (1967),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Romeo Must Die (2000),1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0
Lord of the Flies (1963),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Hud (1963),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0
"Hustler, The (1961)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.75
Inherit the Wind (1960),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Close Encounters of the Third Kind (1977),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.6
"Place in the Sun, A (1951)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Jacob's Ladder (1990),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.625
Empire Records (1995),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Ladyhawke (1985),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.333333333333333
High Fidelity (2000),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.1875
"Road to El Dorado, The (2000)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
"Skulls, The (2000)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
Hook (1991),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.625
Madame Sousatzka (1988),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Midnight Express (1978),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Misery (1990),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.214285714285714
Murphy's Romance (1985),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Network (1976),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
No Way Out (1987),0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.75
"Odd Couple, The (1968)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Outlaw Josey Wales, The (1976)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4.125
Black and White (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Frequency (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Return to Me (2000),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.8333333333333335
Rules of Engagement (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.6666666666666665
Me Myself I (2000),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Force 10 from Navarone (1978),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Mystery Train (1989),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Arthur (1981),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Bachelor Party (1984),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Parenthood (1989),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.375
Predator (1987),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.8333333333333335
"Prince of Tides, The (1991)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0
"Postman Always Rings Twice, The (1981)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
28 Days (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.125
American Psycho (2000),0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3.6875
Keeping the Faith (2000),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Where the Money Is (2000),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
East is East (1999),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Diner (1982),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
What Ever Happened to Baby Jane? (1962),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.0
Auntie Mame (1958),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"Hunger, The (1983)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
Marathon Man (1976),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Caddyshack (1980),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
Love and Basketball (2000),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0
U-571 (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.5833333333333335
"Virgin Suicides, The (1999)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5
Where the Heart Is (2000),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Big Kahuna, The (2000)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"Hidden, The (1987)",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0
Gladiator (2000),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.285714285714286
Mr. Mom (1983),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Battlefield Earth (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5
Screwed (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
Whipped (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Pee-wee's Big Adventure (1985),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
Honeymoon in Vegas (1992),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Dinosaur (2000),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Loser (2000),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Road Trip (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
Small Time Crooks (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Mission: Impossible II (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.888888888888889
Shanghai Noon (2000),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8
On Her Majesty's Secret Service (1969),1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0
Seven Days in May (1964),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Spy Who Loved Me, The (1977)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6666666666666665
Moonraker (1979),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0
"Man with the Golden Gun, The (1974)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
Big Momma's House (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
American Gigolo (1980),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Guns of Navarone, The (1961)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5
Romeo and Juliet (1968),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
Blazing Saddles (1974),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.214285714285714
White Christmas (1954),0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4.0
Eraserhead (1977),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.0
"Man with the Golden Arm, The (1955)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Decline of Western Civilization, The (1981)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0
For a Few Dollars More (Per qualche dollaro in più) (1965),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3.5
Magnum Force (1973),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Blood Simple (1984),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0
"Fabulous Baker Boys, The (1989)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Prizzi's Honor (1985),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5
Flatliners (1990),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3.1
Predator 2 (1990),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.6666666666666665
"Running Man, The (1987)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6666666666666665
Starman (1984),0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0
Alien Nation (1988),0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.5
Mad Max (1979),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8333333333333335
"Road Warrior, The (Mad Max 2) (1981)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.1666666666666665
Mad Max Beyond Thunderdome (1985),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.1666666666666665
Angel Heart (1987),0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,4.0
Firestarter (1984),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.5
Action Jackson (1988),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Soapdish (1991),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Gone in 60 Seconds (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
American Pimp (1999),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Hamlet (1990),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Coming Home (1978),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Near Dark (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0
"Conversation, The (1974)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.0
"Paper Chase, The (1973)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Serpico (1973),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
Trouble in Paradise (1932),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Big Trouble in Little China (1986),1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
Badlands (1973),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Shaft (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Titan A.E. (2000),1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.8333333333333335
Chicken Run (2000),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.857142857142857
"Me, Myself & Irene (2000)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375
"Patriot, The (2000)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.375
"Adventures of Rocky and Bullwinkle, The (2000)",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
"Perfect Storm, The (2000)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.25
"Kentucky Fried Movie, The (1977)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25
F/X (1986),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Thunderbolt and Lightfoot (1974),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Dreamscape (1984),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.0
The Golden Voyage of Sinbad (1973),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
House Party (1990),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Kid, The (2000)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5
Scary Movie (2000),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.3333333333333335
X-Men (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6470588235294117
What Lies Beneath (2000),0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3.2
Pokémon the Movie 2000 (2000),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75
What About Bob? (1991),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375
White Sands (1992),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0
Breaker Morant (1980),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.5
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
Love and Death (1975),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Nutty Professor II: The Klumps (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
Autumn in New York (2000),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0
Coyote Ugly (2000),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
Hollow Man (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.6666666666666665
Space Cowboys (2000),1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3333333333333335
Saving Grace (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Kelly's Heroes (1970),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8333333333333335
Steel Magnolias (1989),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Bless the Child (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
"Replacements, The (2000)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Cell, The (2000)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.3333333333333335
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
"Original Kings of Comedy, The (2000)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Naked Gun: From the Files of Police Squad!, The (1988)",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.3
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Cat Ballou (1965),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5
Supergirl (1984),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0
"Art of War, The (2000)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.3333333333333335
Bring It On (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Crew, The (2000)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Highlander: Endgame (Highlander IV) (2000),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
Anatomy (Anatomie) (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
Nurse Betty (2000),0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2.5
"Watcher, The (2000)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
"Way of the Gun, The (2000)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Almost Famous (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.590909090909091
Bait (2000),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Under Suspicion (2000),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Urban Legends: Final Cut (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5
Woman on Top (2000),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Dancer in the Dark (2000),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0
Best in Show (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Girlfight (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Remember the Titans (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9
Hellraiser (1987),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
Hellbound: Hellraiser II (1988),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Return of the Fly (1959),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0
Voyage to the Bottom of the Sea (1961),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
Fantastic Voyage (1966),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
Abbott and Costello Meet Frankenstein (1948),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
"Creature from the Black Lagoon, The (1954)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0
"Invisible Man, The (1933)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0
Runaway (1984),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5
Get Carter (2000),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Meet the Parents (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8333333333333335
Requiem for a Dream (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9444444444444446
Tigerland (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.75
"Contender, The (2000)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.75
"Ladies Man, The (2000)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Lost Souls (2000),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4.0
"Time Machine, The (1960)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
Billy Elliot (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.1
Bedazzled (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Pay It Forward (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"Legend of Drunken Master, The (Jui kuen II) (1994)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3333333333333335
Charlie's Angels (2000),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8333333333333335
"Legend of Bagger Vance, The (2000)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Little Nicky (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335
Men of Honor (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335
Red Planet (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0
Diamonds Are Forever (1971),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.25
"6th Day, The (2000)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5
Bounce (2000),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
One Day in September (1999),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75
102 Dalmatians (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Quills (2000),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5
Unbreakable (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.9444444444444446
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.46875
Dungeons & Dragons (2000),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
Proof of Life (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Vertical Limit (2000),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"Planes, Trains & Automobiles (1987)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
"Living Daylights, The (1987)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Transformers: The Movie (1986),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6666666666666665
Wall Street (1987),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.25
Born on the Fourth of July (1989),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5
Talk Radio (1988),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Snatch (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.909090909090909
Chocolat (2000),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
"Dude, Where's My Car? (2000)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
"Emperor's New Groove, The (2000)",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.25
Pollock (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
What Women Want (2000),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.25
Finding Forrester (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.8
"Gift, The (2000)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
Cast Away (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5833333333333335
"Family Man, The (2000)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2.625
Miss Congeniality (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"O Brother, Where Art Thou? (2000)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9545454545454546
Dracula 2000 (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6666666666666665
All the Pretty Horses (2000),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.0
Thirteen Days (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3.5
Traffic (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.227272727272727
Shadow of the Vampire (2000),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.5
House of Games (1987),0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4.0
"Officer and a Gentleman, An (1982)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
At Close Range (1986),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Gettysburg (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0
Antitrust (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.1666666666666665
Save the Last Dance (2001),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
"Man in the Moon, The (1991)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Mystic Pizza (1988),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
I'm Gonna Git You Sucka (1988),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25
Barfly (1987),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Best Seller (1987),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
Beverly Hills Cop II (1987),1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5
Beverly Hills Cop (1984),1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Big Easy, The (1987)",1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5.0
Born in East L.A. (1987),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Brave Little Toaster, The (1987)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Cherry 2000 (1987),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0
Empire of the Sun (1987),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.5
"Evil Dead, The (1981)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3.3
Innerspace (1987),1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0
Leonard Part 6 (1987),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5
